"Girokonto";"DE72 1203 0000 0011 4478 55"
""
"Zeitraum:";"01.07.2025 - 30.06.2026"
"Kontostand vom 30.06.2026:";"3.412,87 €"
""
"Buchungsdatum";"Wertstellung";"Status";"Zahlungspflichtige*r";"Zahlungsempfänger*in";"Verwendungszweck";"Umsatztyp";"IBAN";"Betrag (€)";"Gläubiger-ID";"Mandatsreferenz";"Kundenreferenz";"Kategorie";"Unterkategorie"
"22.11.25";"22.11.25";"Gebucht";"Lukas Mustermann";"Generali";"Versicherungsbeitrag Police 878875 11/2025";"Ausgang";"DE26322844133358021037";"-120,25";"DE22G70023358235";"G-878875";"";"8. fixed costs";"insurance"
"15.01.26";"15.01.26";"Gebucht";"Lukas Mustermann";"DB Navigator";"Lastschrift 01/2026 Ref 52696944";"Ausgang";"DE39164970169342929132";"-38,06";"DE22DN03301623419";"DN-52696944";"";"3. mobility";"train tickets"
"13.09.25";"13.09.25";"Gebucht";"Lukas Mustermann";"Airbnb";"Lastschrift 09/2025 Ref 3521103";"Ausgang";"DE92405147705383388487";"-399,57";"DE22A92069804204";"A-3521103";"";"2. lifestyle&fun";"vacation"
"27.03.26";"27.03.26";"Gebucht";"Lukas Mustermann";"Cinestar/Frankfurt";"CINESTAR 15041659//Frankfurt/DE 2026-03-27T09:15:49 KFN 0 VJ 2812";"Ausgang";"";"-28,70";"";"";"";"2. lifestyle&fun";"cinema"
"19.11.25";"19.11.25";"Gebucht";"Lukas Mustermann";"Ferienwohnung.Ostsee/Nürnberg";"Kartenzahlung 2025-11-19T07:02:37 KFN 0 VJ 2812";"Ausgang";"";"-515,68";"";"";"";"2. lifestyle&fun";"vacation"
"27.03.26";"27.03.26";"Gebucht";"Lukas Mustermann";"netcup";"NETCUP Abo Kd-Nr. 0254616 03/2026";"Ausgang";"DE79467781898636139594";"-23,06";"DE22N59211857235";"N-0254616";"";"7. abos";"self-hosting"
"06.06.26";"06.06.26";"Gebucht";"Lukas Mustermann";"Ryanair";"Lastschrift 06/2026 Ref 273014719";"Ausgang";"DE59796471589042902572";"-763,61";"DE22R52045650448";"R-273014719";"";"2. lifestyle&fun";"vacation"
"04.09.25";"04.09.25";"Gebucht";"Lukas Mustermann";"BUND";"BUND Abo Kd-Nr. 1567261 09/2025";"Ausgang";"DE73629245989777382438";"-55,94";"DE22B21462922228";"B-1567261";"";"7. abos";"memberships"
"10.06.26";"10.06.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"7582313348458 PP.4855.PP . SNIPES, Ihr Einkauf bei SNIPES";"Ausgang";"DE88500700100175526303";"-77,45";"LU96ZZZ0000000000000000058";"5PYM714939252KV";"";"2. lifestyle&fun";"shopping (clothes)"
"26.02.26";"26.02.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"1218939127065 PP.4855.PP . PARAMOUNT PLUS, Ihr Einkauf bei PARAMOUNT PLUS";"Ausgang";"DE88500700100175526303";"-18,59";"LU96ZZZ0000000000000000058";"5PYM076122283KV";"";"7. abos";"streaming"
"10.08.25";"10.08.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"7015959194575 PP.4855.PP . DM-DROGERIE, Ihr Einkauf bei DM-DROGERIE";"Ausgang";"DE88500700100175526303";"-122,96";"LU96ZZZ0000000000000000058";"5PYM757475833KV";"";"2. lifestyle&fun";"shopping (rest)"
"12.10.25";"12.10.25";"Gebucht";"Lukas Mustermann";"About.You.581/Hamburg";"ABOUT 2025-10-12T15:35:34 KFN 0 VJ 2812";"Ausgang";"";"-89,53";"";"";"";"2. lifestyle&fun";"shopping (clothes)"
"29.06.26";"29.06.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"9580660138241 PP.4855.PP . ESPRIT, Ihr Einkauf bei ESPRIT";"Ausgang";"DE88500700100175526303";"-49,69";"LU96ZZZ0000000000000000058";"5PYM270493862KV";"";"2. lifestyle&fun";"shopping (clothes)"
"16.11.25";"16.11.25";"Gebucht";"Lukas Mustermann";"Telekom Deutschland";"Rechnung 11/2025 Kd-Nr. 906774";"Ausgang";"DE21083063443710842575";"-26,25";"DE22TD42373534972";"TD-906774";"";"8. fixed costs";"telephone"
"27.04.26";"27.04.26";"Gebucht";"Lukas Mustermann";"Adobe Creative Cloud";"ADOBE Abo Kd-Nr. 21736838 04/2026";"Ausgang";"DE50957093409916508113";"-59,23";"DE22ACC64034848437";"ACC-21736838";"";"7. abos";"cloud/software"
"14.05.26";"14.05.26";"Gebucht";"Lukas Mustermann";"HUK-Coburg";"Versicherungsbeitrag Police 89320108 05/2026";"Ausgang";"DE98107232274783019441";"-122,80";"DE22H08834442537";"H-89320108";"";"8. fixed costs";"insurance"
"02.07.25";"02.07.25";"Gebucht";"Lukas Mustermann";"LinkedIn Learning";"LINKEDIN Abo Kd-Nr. 261840 07/2025";"Ausgang";"DE25787036860506306636";"-85,66";"DE22LL05028164098";"LL-261840";"";"5. education";"online courses"
"31.10.25";"31.10.25";"Gebucht";"Lukas Mustermann";"MVV Energie";"Abschlag 10/2025 Kundennr 472507";"Ausgang";"DE62332750944483174936";"-61,24";"DE22ME01616876307";"ME-472507";"";"8. fixed costs";"gas/heating"
"08.03.26";"08.03.26";"Gebucht";"Lukas Mustermann";"OTTO.6484/Freiburg";"OTTO SAGT DANKE. 2026-03-08T16:54:36 KFN 0 VJ 2812";"Ausgang";"";"-16,64";"";"";"";"2. lifestyle&fun";"shopping (rest)"
"27.04.26";"27.04.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"2904579271472 PP.4855.PP . BIKE24, Ihr Einkauf bei BIKE24";"Ausgang";"DE88500700100175526303";"-744,44";"LU96ZZZ0000000000000000058";"5PYM463019864KV";"";"3. mobility";"bicycle"
"11.04.26";"11.04.26";"Gebucht";"Lukas Mustermann";"Hotel.Astoria.2168/Düsseldorf";"HOTEL 64957823//Düsseldorf/DE 2026-04-11T14:26:15 KFN 0 VJ 2812";"Ausgang";"";"-809,04";"";"";"";"2. lifestyle&fun";"vacation"
"26.11.25";"26.11.25";"Gebucht";"Lukas Mustermann";"wilhelm.tel";"Rechnung 11/2025 Kd-Nr. 22851413";"Ausgang";"DE63255861333305613111";"-63,13";"DE22W37236790821";"W-22851413";"";"8. fixed costs";"internet"
"20.03.26";"20.03.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"8806220722395 PP.4855.PP . VLEXX, Ihr Einkauf bei VLEXX";"Ausgang";"DE88500700100175526303";"-131,81";"LU96ZZZ0000000000000000058";"5PYM947372132KV";"";"3. mobility";"train tickets"
"26.10.25";"26.10.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"6783203161317 PP.4855.PP . UBERSPACE, Ihr Einkauf bei UBERSPACE";"Ausgang";"DE88500700100175526303";"-26,64";"LU96ZZZ0000000000000000058";"5PYM790534038KV";"";"7. abos";"self-hosting"
"28.04.26";"28.04.26";"Gebucht";"Lukas Mustermann";"Marktkauf/Münster";"MARKTKAUF SAGT DANKE. 2026-04-28T10:53:12 KFN 0 VJ 2812";"Ausgang";"";"-92,92";"";"";"";"1. groceries";"supermarket"
"04.05.26";"04.05.26";"Gebucht";"Lukas Mustermann";"HUK-Coburg";"Versicherungsbeitrag Police 69981172 05/2026";"Ausgang";"DE13702616716727022410";"-10,42";"DE22H26210830832";"H-69981172";"";"8. fixed costs";"insurance"
"04.10.25";"04.10.25";"Gebucht";"Lukas Mustermann";"Deutsches Rotes Kreuz";"DEUTSCHES Abo Kd-Nr. 886173277 10/2025";"Ausgang";"DE60639513689906574169";"-27,48";"DE22DRK84366337561";"DRK-886173277";"";"7. abos";"memberships"
"20.01.26";"20.01.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"4409079772781 PP.4855.PP . UNIQLO, Ihr Einkauf bei UNIQLO";"Ausgang";"DE88500700100175526303";"-24,00";"LU96ZZZ0000000000000000058";"5PYM050922216KV";"";"2. lifestyle&fun";"shopping (clothes)"
"29.07.25";"29.07.25";"Gebucht";"Lukas Mustermann";"Allianz";"Versicherungsbeitrag Police 861780 07/2025";"Ausgang";"DE87135384732420570365";"-131,25";"DE22A95925707279";"A-861780";"";"8. fixed costs";"insurance"
"15.01.26";"15.01.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"7005184498926 PP.4855.PP . EISHALLE, Ihr Einkauf bei EISHALLE";"Ausgang";"DE88500700100175526303";"-81,51";"LU96ZZZ0000000000000000058";"5PYM659184638KV";"";"2. lifestyle&fun";"sports"
"20.03.26";"20.03.26";"Gebucht";"Lukas Mustermann";"Filmpalast/Dortmund";"FILMPALAST 45491801//Dortmund/DE 2026-03-20T21:42:46 KFN 0 VJ 2812";"Ausgang";"";"-10,91";"";"";"";"2. lifestyle&fun";"cinema"
"04.12.25";"04.12.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"3449799251973 PP.4855.PP . NAMECHEAP, Ihr Einkauf bei NAMECHEAP";"Ausgang";"DE88500700100175526303";"-12,62";"LU96ZZZ0000000000000000058";"5PYM665475878KV";"";"7. abos";"self-hosting"
"19.05.26";"19.05.26";"Gebucht";"Lukas Mustermann";"Deutsches Rotes Kreuz";"DEUTSCHES Abo Kd-Nr. 982450 05/2026";"Ausgang";"DE81464702360741706022";"-14,75";"DE22DRK52553134176";"DRK-982450";"";"7. abos";"memberships"
"08.03.26";"08.03.26";"Gebucht";"Lukas Mustermann";"badenova";"Abschlag 03/2026 Kundennr 6408194";"Ausgang";"DE44890208427359919215";"-68,71";"DE22B78644829612";"B-6408194";"";"8. fixed costs";"gas/heating"
"07.12.25";"07.12.25";"Gebucht";"Lukas Mustermann";"Rupprecht.Buchhandlung.436/Berlin";"RUPPRECHT SAGT DANKE. 2025-12-07T22:34:26 KFN 0 VJ 2812";"Ausgang";"";"-19,99";"";"";"";"5. education";"books"
"20.07.25";"20.07.25";"Gebucht";"Lukas Mustermann";"Landal.GreenParks.9334/Köln";"LANDAL 31572791//Köln/DE 2025-07-20T16:05:36 KFN 0 VJ 2812";"Ausgang";"";"-415,60";"";"";"";"2. lifestyle&fun";"vacation"
"05.01.26";"05.01.26";"Gebucht";"Lukas Mustermann";"FREENOW/Münster";"FREENOW 2026-01-05T08:02:01 KFN 0 VJ 2812";"Ausgang";"";"-25,88";"";"";"";"3. mobility";"taxi"
"20.07.25";"20.07.25";"Gebucht";"Lukas Mustermann";"Imkerei.Sommer.826/Bonn";"IMKEREI 2025-07-20T21:23:42 KFN 0 VJ 2812";"Ausgang";"";"-16,48";"";"";"";"1. groceries";"farmers market"
"28.10.25";"28.10.25";"Gebucht";"Lukas Mustermann";"Blendle";"BLENDLE Abo Kd-Nr. 30979756 10/2025";"Ausgang";"DE84218180187472913112";"-24,52";"DE22B65974603023";"B-30979756";"";"7. abos";"(e)-papers"
"11.07.25";"11.07.25";"Gebucht";"Lukas Mustermann";"Astor.Film.Lounge/Regensburg";"ASTOR 2025-07-11T14:58:05 KFN 0 VJ 2812";"Ausgang";"";"-33,60";"";"";"";"2. lifestyle&fun";"cinema"
"13.06.26";"13.06.26";"Gebucht";"Lukas Mustermann";"FAZ";"FAZ Abo Kd-Nr. 8579282 06/2026";"Ausgang";"DE62901651599527478715";"-36,87";"DE22F53331793134";"F-8579282";"";"7. abos";"(e)-papers"
"25.07.25";"25.07.25";"Gebucht";"Lukas Mustermann";"Readly";"READLY Abo Kd-Nr. 370355959 07/2025";"Ausgang";"DE15167616629658636025";"-33,88";"DE22R36873209225";"R-370355959";"";"7. abos";"(e)-papers"
"09.05.26";"09.05.26";"Gebucht";"Lukas Mustermann";"Vonovia";"Miete 05/2026 Whg 852352980";"Ausgang";"DE09341373454247115582";"-565,17";"DE22V21819517190";"V-852352980";"";"8. fixed costs";"rent"
"20.08.25";"20.08.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"5521376037548 PP.4855.PP . PASSAGE KINO, Ihr Einkauf bei PASSAGE KINO";"Ausgang";"DE88500700100175526303";"-12,17";"LU96ZZZ0000000000000000058";"5PYM214565328KV";"";"2. lifestyle&fun";"cinema"
"15.10.25";"15.10.25";"Gebucht";"Lukas Mustermann";"Starbucks/Bielefeld";"STARBUCKS SAGT DANKE. 2025-10-15T19:59:04 KFN 0 VJ 2812";"Ausgang";"";"-59,49";"";"";"";"2. lifestyle&fun";"going out (food&drinks)"
"07.09.25";"07.09.25";"Gebucht";"Lukas Mustermann";"JAKO-O/Bremen";"JAKO-O SAGT DANKE. 2025-09-07T22:32:06 KFN 0 VJ 2812";"Ausgang";"";"-81,07";"";"";"";"4. family";"family"
"30.12.25";"30.12.25";"Gebucht";"Lukas Mustermann";"Komödie";"Lastschrift 12/2025 Ref 15109226";"Ausgang";"DE85926249451475410225";"-26,54";"DE22K26771196421";"K-15109226";"";"2. lifestyle&fun";"theatre/opera"
"07.06.26";"07.06.26";"Gebucht";"Lukas Mustermann";"taz";"TAZ Abo Kd-Nr. 959282233 06/2026";"Ausgang";"DE12567725038561627141";"-37,51";"DE22T34277323573";"T-959282233";"";"7. abos";"(e)-papers"
"09.02.26";"09.02.26";"Gebucht";"Lukas Mustermann";"Bauernmarkt.Wolff/Augsburg";"BAUERNMARKT 75841616//Augsburg/DE 2026-02-09T19:21:11 KFN 0 VJ 2812";"Ausgang";"";"-40,47";"";"";"";"1. groceries";"farmers market"
"12.05.26";"12.05.26";"Gebucht";"Lukas Mustermann";"Domestika/Heidelberg";"DOMESTIKA 65337170//Heidelberg/DE 2026-05-12T12:31:07 KFN 0 VJ 2812";"Ausgang";"";"-25,90";"";"";"";"5. education";"online courses"
"14.10.25";"14.10.25";"Gebucht";"Lukas Mustermann";"Naturstrom";"Abschlag 10/2025 Kundennr 876129767";"Ausgang";"DE62135456143153834899";"-89,02";"DE22N53120085904";"N-876129767";"";"8. fixed costs";"electricity"
"11.07.25";"11.07.25";"Gebucht";"Lukas Mustermann";"Naturstrom";"Abschlag 07/2025 Kundennr 9596351";"Ausgang";"DE87570532093613014464";"-130,61";"DE22N19729410367";"N-9596351";"";"8. fixed costs";"electricity"
"18.08.25";"18.08.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"9025784640858 PP.4855.PP . STERNTALER, Ihr Einkauf bei STERNTALER";"Ausgang";"DE88500700100175526303";"-119,69";"LU96ZZZ0000000000000000058";"5PYM588382567KV";"";"4. family";"family"
"07.09.25";"07.09.25";"Gebucht";"Lukas Mustermann";"Hausverwaltung Meyer";"Miete 09/2025 Whg 026049769";"Ausgang";"DE79987256964113507649";"-1.338,31";"DE22HM96727633968";"HM-026049769";"";"8. fixed costs";"rent"
"04.08.25";"04.08.25";"Gebucht";"Lukas Mustermann";"Real.473/Mannheim";"REAL 2025-08-04T11:46:59 KFN 0 VJ 2812";"Ausgang";"";"-86,58";"";"";"";"1. groceries";"supermarket"
"24.08.25";"24.08.25";"Gebucht";"Lukas Mustermann";"Fitness First";"FITNESS Abo Kd-Nr. 740788698 08/2025";"Ausgang";"DE58574911066726418793";"-44,80";"DE22FF97895377012";"FF-740788698";"";"7. abos";"gym"
"01.05.26";"01.05.26";"Gebucht";"Lukas Mustermann";"Rossmann.Babywelt/Leipzig";"ROSSMANN SAGT DANKE. 2026-05-01T13:57:28 KFN 0 VJ 2812";"Ausgang";"";"-249,76";"";"";"";"4. family";"family"
"02.01.26";"02.01.26";"Gebucht";"Lukas Mustermann";"Wochenmarkt.Stand.Meyer.755/Heidelberg";"WOCHENMARKT 85654310//Heidelberg/DE 2026-01-02T21:48:04 KFN 0 VJ 2812";"Ausgang";"";"-19,70";"";"";"";"1. groceries";"farmers market"
"04.09.25";"04.09.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"9406260787010 PP.4855.PP . DER ZAUBERLADEN, Ihr Einkauf bei DER ZAUBERLADEN";"Ausgang";"DE88500700100175526303";"-103,13";"LU96ZZZ0000000000000000058";"5PYM415914975KV";"";"2. lifestyle&fun";"presents"
"15.12.25";"15.12.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"0670009942489 PP.4855.PP . BIKE24, Ihr Einkauf bei BIKE24";"Ausgang";"DE88500700100175526303";"-528,88";"LU96ZZZ0000000000000000058";"5PYM420466489KV";"";"3. mobility";"bicycle"
"03.05.26";"03.05.26";"Gebucht";"Lukas Mustermann";"RMV";"Lastschrift 05/2026 Ref 996489971";"Ausgang";"DE84285969325914084993";"-64,14";"DE22R23123426698";"R-996489971";"";"3. mobility";"öpnv"
"06.04.26";"06.04.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"4527346666170 PP.4855.PP . SATURN, Ihr Einkauf bei SATURN";"Ausgang";"DE88500700100175526303";"-117,56";"LU96ZZZ0000000000000000058";"5PYM715879647KV";"";"2. lifestyle&fun";"shopping (rest)"
"30.07.25";"30.07.25";"Gebucht";"Lukas Mustermann";"BUND";"BUND Abo Kd-Nr. 725961159 07/2025";"Ausgang";"DE53384162906288156603";"-73,30";"DE22B09805183434";"B-725961159";"";"7. abos";"memberships"
"17.06.26";"17.06.26";"Gebucht";"Lukas Mustermann";"ElevenLabs";"ELEVENLABS Abo Kd-Nr. 505577791 06/2026";"Ausgang";"DE74312434535381157509";"-35,24";"DE22E27209480369";"E-505577791";"";"7. abos";"AI"
"24.08.25";"24.08.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"4699673311677 PP.4855.PP . ERIXX, Ihr Einkauf bei ERIXX";"Ausgang";"DE88500700100175526303";"-9,48";"LU96ZZZ0000000000000000058";"5PYM269608437KV";"";"3. mobility";"train tickets"
"23.08.25";"23.08.25";"Gebucht";"Lukas Mustermann";"Engelhorn.Sports.4334/Köln";"ENGELHORN SAGT DANKE. 2025-08-23T21:40:08 KFN 0 VJ 2812";"Ausgang";"";"-50,84";"";"";"";"2. lifestyle&fun";"sports"
"27.05.26";"27.05.26";"Gebucht";"Lukas Mustermann";"Sky Deutschland";"SKY Abo Kd-Nr. 7949994 05/2026";"Ausgang";"DE45744410769262654347";"-5,07";"DE22SD59160435983";"SD-7949994";"";"7. abos";"streaming"
"07.09.25";"07.09.25";"Gebucht";"Lukas Mustermann";"Paramount Plus";"PARAMOUNT Abo Kd-Nr. 485819 09/2025";"Ausgang";"DE70150196797209251920";"-11,82";"DE22PP18285233297";"PP-485819";"";"7. abos";"streaming"
"17.08.25";"17.08.25";"Gebucht";"Lukas Mustermann";"Kommunales.Kino.715/Aachen";"KOMMUNALES 64976776//Aachen/DE 2025-08-17T19:37:35 KFN 0 VJ 2812";"Ausgang";"";"-9,68";"";"";"";"2. lifestyle&fun";"cinema"
"10.11.25";"10.11.25";"Gebucht";"Lukas Mustermann";"Jack.Wolfskin.827/Leipzig";"JACK SAGT DANKE. 2025-11-10T11:29:37 KFN 0 VJ 2812";"Ausgang";"";"-59,74";"";"";"";"2. lifestyle&fun";"shopping (clothes)"
"08.10.25";"08.10.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"8201284008385 PP.4855.PP . DEUTSCHE BAHN, Ihr Einkauf bei DEUTSCHE BAHN";"Ausgang";"DE88500700100175526303";"-55,86";"LU96ZZZ0000000000000000058";"5PYM076597595KV";"";"3. mobility";"train tickets"
"19.11.25";"19.11.25";"Gebucht";"Lukas Mustermann";"Semperoper";"Lastschrift 11/2025 Ref 7169385";"Ausgang";"DE97779014754692632967";"-40,59";"DE22S62916032484";"S-7169385";"";"2. lifestyle&fun";"theatre/opera"
"22.06.26";"22.06.26";"Gebucht";"Lukas Mustermann";"KVG.Kiel/Bonn";"KVG SAGT DANKE. 2026-06-22T11:48:30 KFN 0 VJ 2812";"Ausgang";"";"-54,07";"";"";"";"3. mobility";"öpnv"
"18.09.25";"18.09.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"7612396121905 PP.4855.PP . ROSETTA STONE, Ihr Einkauf bei ROSETTA STONE";"Ausgang";"DE88500700100175526303";"-211,45";"LU96ZZZ0000000000000000058";"5PYM188129886KV";"";"5. education";"online courses"
"07.01.26";"07.01.26";"Gebucht";"Lukas Mustermann";"myToys/Dresden";"MYTOYS SAGT DANKE. 2026-01-07T14:39:02 KFN 0 VJ 2812";"Ausgang";"";"-250,31";"";"";"";"4. family";"family"
"18.04.26";"18.04.26";"Gebucht";"Lukas Mustermann";"Dropbox";"DROPBOX Abo Kd-Nr. 666048 04/2026";"Ausgang";"DE53123443584981184651";"-24,10";"DE22D24210637817";"D-666048";"";"7. abos";"cloud/software"
"10.07.25";"10.07.25";"Gebucht";"Lukas Mustermann";"Osiander/Mannheim";"Kartenzahlung 2025-07-10T14:13:54 KFN 0 VJ 2812";"Ausgang";"";"-13,01";"";"";"";"5. education";"books"
"04.06.26";"04.06.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"5378018915673 PP.4855.PP . JAKO-O, Ihr Einkauf bei JAKO-O";"Ausgang";"DE88500700100175526303";"-74,36";"LU96ZZZ0000000000000000058";"5PYM446717762KV";"";"4. family";"family"
"03.05.26";"03.05.26";"Gebucht";"Lukas Mustermann";"Handelsblatt";"HANDELSBLATT Abo Kd-Nr. 8184726 05/2026";"Ausgang";"DE68063992416119540627";"-17,70";"DE22H89088068311";"H-8184726";"";"7. abos";"(e)-papers"
"23.12.25";"23.12.25";"Gebucht";"Lukas Mustermann";"Sky Deutschland";"SKY Abo Kd-Nr. 6712693 12/2025";"Ausgang";"DE79499952252964448436";"-7,38";"DE22SD86811143306";"SD-6712693";"";"7. abos";"streaming"
"01.12.25";"01.12.25";"Gebucht";"Lukas Mustermann";"Allianz";"Versicherungsbeitrag Police 016962023 12/2025";"Ausgang";"DE36270653813789562354";"-116,85";"DE22A35129045896";"A-016962023";"";"8. fixed costs";"insurance"
"20.11.25";"20.11.25";"Gebucht";"Lukas Mustermann";"M-net";"Rechnung 11/2025 Kd-Nr. 148830545";"Ausgang";"DE08275986858197488467";"-28,46";"DE22M48223286425";"M-148830545";"";"8. fixed costs";"internet"
"04.03.26";"04.03.26";"Gebucht";"Lukas Mustermann";"Rossmann Babywelt";"Lastschrift 03/2026 Ref 7031754";"Ausgang";"DE38027414857260292546";"-173,85";"DE22RB86272884076";"RB-7031754";"";"4. family";"family"
"16.07.25";"16.07.25";"Gebucht";"Lukas Mustermann";"Ökostrom Greenpeace Energy";"Abschlag 07/2025 Kundennr 17036423";"Ausgang";"DE73313424147189762177";"-129,52";"DE22ÖGE94292101727";"ÖGE-17036423";"";"8. fixed costs";"electricity"
"17.02.26";"17.02.26";"Gebucht";"Lukas Mustermann";"BVG Berlin";"Lastschrift 02/2026 Ref 7629745";"Ausgang";"DE49303646871912038187";"-15,85";"DE22BB69208283230";"BB-7629745";"";"3. mobility";"öpnv"
"25.11.25";"25.11.25";"Gebucht";"Lukas Mustermann";"Motel One";"Lastschrift 11/2025 Ref 48995299";"Ausgang";"DE78772934301071396605";"-388,78";"DE22MO58303441448";"MO-48995299";"";"2. lifestyle&fun";"vacation"
"08.02.26";"08.02.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"5832197199758 PP.4855.PP . DERTOUR, Ihr Einkauf bei DERTOUR";"Ausgang";"DE88500700100175526303";"-501,61";"LU96ZZZ0000000000000000058";"5PYM172461919KV";"";"2. lifestyle&fun";"vacation"
"10.03.26";"10.03.26";"Gebucht";"Lukas Mustermann";"HanseMerkur";"Versicherungsbeitrag Police 81835002 03/2026";"Ausgang";"DE28740897578423518026";"-203,01";"DE22H42149288416";"H-81835002";"";"8. fixed costs";"insurance"
"20.05.26";"20.05.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"1910231211063 PP.4855.PP . HORNBACH, Ihr Einkauf bei HORNBACH";"Ausgang";"DE88500700100175526303";"-157,85";"LU96ZZZ0000000000000000058";"5PYM301658373KV";"";"2. lifestyle&fun";"shopping (rest)"
"22.08.25";"22.08.25";"Gebucht";"Lukas Mustermann";"Mailbox.org";"MAILBOX.ORG Abo Kd-Nr. 850880 08/2025";"Ausgang";"DE87564505810580108867";"-46,46";"DE22M97447619378";"M-850880";"";"7. abos";"self-hosting"
"11.06.26";"11.06.26";"Gebucht";"Lukas Mustermann";"GAG Immobilien";"Miete 06/2026 Whg 349893";"Ausgang";"DE97595536422094705447";"-1.269,69";"DE22GI65839018769";"GI-349893";"";"8. fixed costs";"rent"
"05.02.26";"05.02.26";"Gebucht";"Lukas Mustermann";"Physiotherapie.Aktiv/Kassel";"Kartenzahlung 2026-02-05T14:33:49 KFN 0 VJ 2812";"Ausgang";"";"-230,24";"";"";"";"6. healthcare";"doctor"
"30.09.25";"30.09.25";"Gebucht";"Lukas Mustermann";"Erdgas Südwest";"Abschlag 09/2025 Kundennr 302578653";"Ausgang";"DE57866673603211245861";"-190,34";"DE22ES54799844185";"ES-302578653";"";"8. fixed costs";"gas/heating"
"23.11.25";"23.11.25";"Gebucht";"Lukas Mustermann";"Deezer";"DEEZER Abo Kd-Nr. 4903223 11/2025";"Ausgang";"DE47714695093555570200";"-15,59";"DE22D61741364459";"D-4903223";"";"7. abos";"streaming"
"19.09.25";"19.09.25";"Gebucht";"Lukas Mustermann";"Fitnessstudio Aktiv";"FITNESSSTUDIO Abo Kd-Nr. 483427973 09/2025";"Ausgang";"DE02940695725202358937";"-22,52";"DE22FA71258284889";"FA-483427973";"";"7. abos";"gym"
"02.09.25";"02.09.25";"Gebucht";"Lukas Mustermann";"HNO Praxis Dr. Meier";"Lastschrift 09/2025 Ref 115477";"Ausgang";"DE34943148722557856413";"-248,59";"DE22HPD54741685573";"HPD-115477";"";"6. healthcare";"doctor"
"30.11.25";"30.11.25";"Gebucht";"Lukas Mustermann";"openHPI";"OPENHPI Abo Kd-Nr. 4059208 11/2025";"Ausgang";"DE23530976691948962980";"-42,71";"DE22O56820175307";"O-4059208";"";"5. education";"online courses"
"18.08.25";"18.08.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"0906053088684 PP.4855.PP . FAHRRADKELLER, Ihr Einkauf bei FAHRRADKELLER";"Ausgang";"DE88500700100175526303";"-108,80";"LU96ZZZ0000000000000000058";"5PYM302116673KV";"";"3. mobility";"bicycle"
"13.02.26";"13.02.26";"Gebucht";"Lukas Mustermann";"Deutsches Rotes Kreuz";"DEUTSCHES Abo Kd-Nr. 810981766 02/2026";"Ausgang";"DE35215267371107068686";"-16,24";"DE22DRK46414735946";"DRK-810981766";"";"7. abos";"memberships"
"28.01.26";"28.01.26";"Gebucht";"Lukas Mustermann";"eprimo";"Abschlag 01/2026 Kundennr 006977";"Ausgang";"DE40097018325661806108";"-136,40";"DE22E53700700102";"E-006977";"";"8. fixed costs";"electricity"
"06.09.25";"06.09.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"5290603202032 PP.4855.PP . ACTION, Ihr Einkauf bei ACTION";"Ausgang";"DE88500700100175526303";"-62,39";"LU96ZZZ0000000000000000058";"5PYM650977539KV";"";"2. lifestyle&fun";"shopping (rest)"
